Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Colour,Seats,No. of Doors,New_Price,Price
Honda City,Pune,2009.0,138000.0,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,White,5.0,4.0,,3.5
Mercedes-Benz M-Class,Hyderabad,2014.0,50000.0,Diesel,Automatic,First,15.26 kmpl,2143 CC,203.2 bhp,Black/Silver,5.0,4.0,,45.0
Honda City,Jaipur,2015.0,24398.0,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,White,5.0,4.0,,7.9
Ford Figo,Coimbatore,2013.0,60328.0,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,White,5.0,4.0,,4.54
Maruti Wagon,Pune,2014.0,29202.0,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,White,5.0,4.0,5.54 Lakh,3.9
Maruti Ciaz,Hyderabad,2016.0,46000.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,8.45
Audi A4,Hyderabad,2012.0,80000.0,Petrol,Automatic,First,15.64 kmpl,1798 CC,167.62 bhp,Others,5.0,4.0,,17.5
Hyundai Santro,Coimbatore,2012.0,50243.0,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,Others,5.0,4.0,,3.35
Volkswagen Polo,Kolkata,2011.0,55001.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5.0,4.0,,2.2
BMW 3,Bangalore,2010.0,58000.0,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,White,5.0,4.0,48.79 Lakh,11.5
Maruti Celerio,Pune,2017.0,7500.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,White,5.0,4.0,6.14 Lakh,5.0
Ford Ecosport,Kochi,2015.0,80064.0,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,White,5.0,4.0,,7.33
Honda Amaze,Kolkata,,45000.0,Diesel,Manual,First,27.4 kmpl,1498 CC,,Others,5.0,4.0,8.54 Lakh,3.25
Honda Accord,Kochi,2011.0,54316.0,Petrol,Manual,Second,12.8 kmpl,2354 CC,177.6 bhp,Others,5.0,4.0,,4.29
Skoda Superb,Pune,2012.0,282000.0,Petrol,Manual,First,13.14 kmpl,1798 CC,160 bhp,Others,5.0,4.0,,3.3
Volkswagen Polo,Kochi,2016.0,46399.0,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,White,5.0,4.0,,4.63
Maruti Swift,Delhi,2014.0,62000.0,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,White,5.0,4.0,,3.75
Maruti Swift,Kolkata,2012.0,52241.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Others,5.0,4.0,,2.9
Audi Q5,Bangalore,2015.0,63000.0,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,Black/Silver,5.0,4.0,,34.5
Mercedes-Benz E-Class,Coimbatore,2017.0,43477.0,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,Black/Silver,5.0,4.0,,38.15
Hyundai i10,Ahmedabad,2011.0,86000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5.0,4.0,,3.75
Hyundai Santro,Hyderabad,2007.0,57309.0,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,Black/Silver,5.0,4.0,,2.1
Hyundai Verna,Bangalore,2010.0,72010.0,Diesel,Manual,First,16.8 kmpl,1493 CC,110 bhp,Black/Silver,5.0,4.0,,4.45
Tata Tiago,Pune,2018.0,2000.0,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,Others,5.0,4.0,6.94 Lakh,5.0
Skoda Yeti,Chennai,2011.0,79000.0,Diesel,Manual,First,17.67 kmpl,1968 CC,138.08 bhp,Others,5.0,4.0,,7.5
Hyundai Creta,Coimbatore,2018.0,32807.0,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,White,5.0,4.0,,14.76
Mercedes-Benz GLA,Mumbai,2018.0,10000.0,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,Others,5.0,4.0,41.94 Lakh,28.9
Hyundai Grand,Ahmedabad,2016.0,30000.0,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,Others,5.0,4.0,,5.5
Maruti Alto,Pune,2015.0,18000.0,CNG,Manual,First,33.44 km/kg,796 CC,40.3 bhp,White,4.0,4.0,,3.0
Audi A4,Kochi,2017.0,61221.0,Petrol,Automatic,First,17.84 kmpl,1395 CC,147.51 bhp,White,5.0,4.0,47.16 Lakh,21.73
Mahindra Scorpio,Mumbai,2006.0,89869.0,Diesel,Manual,First,12.7 kmpl,2609 CC,116.6 bhp,Black/Silver,8.0,5.0,,3.25
Ford EcoSport,Coimbatore,2018.0,32189.0,Diesel,Manual,First,23.0 kmpl,1498 CC,98.96 bhp,Black/Silver,5.0,4.0,11.2 Lakh,9.25
Volkswagen Ameo,Ahmedabad,2017.0,55000.0,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,Black/Silver,5.0,4.0,,4.7
BMW 6,Mumbai,2011.0,5900.0,Petrol,Automatic,First,7.94 kmpl,4395 CC,450 bhp,Others,4.0,4.0,,47.5
Audi A8,Delhi,2012.0,56000.0,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,Others,5.0,4.0,,45.0
Hyundai Creta,Chennai,2016.0,69434.0,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,14.84 Lakh,8.0
Volkswagen Polo,Delhi,2010.0,65000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Black/Silver,5.0,4.0,,2.4
Mini Clubman,Pune,2017.0,8350.0,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,White,5.0,4.0,44.59 Lakh,35.0
Fiat Linea,Jaipur,2009.0,80000.0,Diesel,Manual,Second,20.4 kmpl,1248 CC,91.2 bhp,Black/Silver,5.0,4.0,,1.75
Mercedes-Benz E-Class,Jaipur,2014.0,59364.0,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,White,5.0,4.0,,26.5
Maruti Swift,Delhi,2015.0,62088.0,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,White,5.0,4.0,,4.15
Honda City,Delhi,2015.0,65000.0,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,Black/Silver,5.0,4.0,,5.95
Volkswagen Polo,Kolkata,2013.0,45000.0,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Black/Silver,5.0,4.0,,3.25
Hyundai i20,Hyderabad,2014.0,70089.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5.0,4.0,,5.35
Hyundai Xcent,Jaipur,2014.0,75000.0,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,Others,5.0,4.0,,3.85
Ford Aspire,Coimbatore,2017.0,30279.0,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,Black/Silver,5.0,4.0,9.79 Lakh,7.29
Volkswagen Polo,Mumbai,2014.0,15000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Others,5.0,4.0,,3.9
Hyundai i20,Kolkata,2015.0,27000.0,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,White,5.0,4.0,,5.99
Skoda Fabia,Kolkata,2012.0,98000.0,Diesel,Manual,First,20.86 kmpl,1199 CC,73.9 bhp,White,5.0,4.0,,2.51
Hyundai i20,Kolkata,2010.0,45807.0,Petrol,Manual,First,18.5 kmpl,1197 CC,,White,5.0,4.0,,1.87
Renault Duster,Pune,2014.0,90000.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,Black/Silver,5.0,4.0,,7.25
Maruti Ertiga,Mumbai,2018.0,14000.0,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,White,7.0,5.0,11.66 Lakh,9.25
Tata Indica,Kolkata,2012.0,80000.0,Diesel,Manual,Second,22.3 kmpl,1248 CC,74 bhp,White,5.0,4.0,,1.2
Hyundai i20,Mumbai,2014.0,30180.0,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,Others,5.0,4.0,,4.65
Audi Q7,Coimbatore,2016.0,45180.0,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,White,7.0,5.0,,50.22
Mercedes-Benz R-Class,Kochi,2014.0,45710.0,Petrol,Automatic,First,11.8 kmpl,3498 CC,272 bhp,Others,7.0,5.0,,23.68
Hyundai i10,Bangalore,2009.0,60000.0,Petrol,Automatic,First,19.2 kmpl,1197 CC,80 bhp,Others,5.0,4.0,,2.99
Volvo V40,Bangalore,2014.0,32700.0,Diesel,Automatic,First,23.3 kmpl,1984 CC,150 bhp,White,5.0,4.0,,20.0
Honda Jazz,Coimbatore,2017.0,66507.0,Petrol,Automatic,Second,19.0 kmpl,1199 CC,88.7 bhp,White,5.0,4.0,,5.43
Maruti Wagon,Delhi,2006.0,86000.0,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,Black/Silver,5.0,4.0,,1.0
Maruti Swift,Delhi,2012.0,71082.0,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,Black/Silver,5.0,4.0,,3.95
BMW 7,Coimbatore,2013.0,73525.0,Diesel,Automatic,First,16.46 kmpl,2993 CC,258 bhp,Others,5.0,4.0,,34.54
Maruti Swift,Ahmedabad,2017.0,49224.0,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,6.0
Mahindra Scorpio,Delhi,2011.0,65000.0,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,Black/Silver,8.0,5.0,,4.0
Mahindra XUV500,Delhi,2015.0,62000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,Black/Silver,7.0,5.0,,10.25
Hyundai Verna,Mumbai,2014.0,11000.0,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,Others,5.0,4.0,,6.1
Hyundai i20,Kochi,2016.0,42362.0,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,White,5.0,4.0,,6.15
Tata Nano,Bangalore,2014.0,25500.0,Petrol,Manual,First,25.4 kmpl,624 CC,37.5 bhp,White,4.0,4.0,,2.15
Maruti SX4,Coimbatore,2016.0,61717.0,Diesel,Manual,First,22.7 kmpl,1598 CC,118 bhp,Black/Silver,5.0,4.0,,8.94
Hyundai Creta,Coimbatore,2017.0,19623.0,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,Others,5.0,4.0,,13.12
Honda City,Chennai,2015.0,23000.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,7.0
Audi A6,Pune,2013.0,85000.0,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,Black/Silver,5.0,4.0,,21.0
Mercedes-Benz New,Bangalore,2017.0,20149.0,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,White,5.0,4.0,,38.5
Renault KWID,Mumbai,2016.0,24000.0,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,Others,5.0,4.0,,3.1
Maruti S,Pune,2017.0,32000.0,Diesel,Manual,First,15.0 kmpl,1248 CC,88.5 bhp,White,5.0,4.0,,8.5
Hyundai i10,Kolkata,2010.0,32000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Others,5.0,4.0,,2.07
Toyota Innova,Delhi,2013.0,91200.0,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,Black/Silver,8.0,5.0,,8.25
Honda City,Mumbai,2013.0,52576.0,Petrol,Manual,First,13.0 kmpl,1493 CC,100 bhp,Others,5.0,4.0,,4.35
Volkswagen Polo,Coimbatore,2015.0,29651.0,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,Black/Silver,5.0,4.0,,6.43
Tata Nano,Coimbatore,2013.0,37287.0,Petrol,Manual,First,26.0 kmpl,624 CC,35 bhp,White,4.0,4.0,,1.74
Volkswagen Vento,Chennai,2014.0,28000.0,Petrol,Automatic,First,16.93 kmpl,1197 CC,103.6 bhp,Black/Silver,5.0,4.0,,7.75
Hyundai i20,Jaipur,2015.0,55697.0,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,Others,5.0,4.0,,5.5
Maruti Wagon,Jaipur,2005.0,115000.0,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,Black/Silver,5.0,4.0,,0.99
Maruti Swift,Delhi,2016.0,42000.0,Petrol,Manual,First,16.1 kmpl,1197 CC,85 bhp,White,5.0,4.0,,4.75
Fiat Linea,Coimbatore,2016.0,39228.0,Petrol,Manual,First,15.7 kmpl,1368 CC,112.4 bhp,Black/Silver,5.0,4.0,,6.58
Hyundai i20,Kochi,2014.0,53340.0,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,Others,5.0,4.0,,4.35
Volkswagen Polo,Mumbai,2016.0,28000.0,Petrol,Automatic,First,17.21 kmpl,1197 CC,103.5 bhp,Black/Silver,5.0,4.0,11.26 Lakh,7.25
Mercedes-Benz E-Class,Chennai,2011.0,43800.0,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,White,5.0,4.0,,16.75
Toyota Innova,Chennai,2015.0,100000.0,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,White,8.0,5.0,,13.5
Hyundai Creta,Ahmedabad,2016.0,21000.0,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,White,5.0,4.0,13.74 Lakh,10.9
Honda City,Kolkata,2010.0,45008.0,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,Others,5.0,4.0,,3.0
Hyundai Verna,Coimbatore,2015.0,72996.0,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,Others,5.0,4.0,,7.11
Nissan Terrano,Kochi,2014.0,103788.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,Black/Silver,5.0,4.0,,5.67
Honda Civic,Mumbai,2012.0,47000.0,Petrol,Manual,First,14.8 kmpl,1799 CC,130.2 bhp,White,5.0,4.0,,3.95
Volkswagen Polo,Coimbatore,2016.0,28851.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,White,5.0,4.0,,6.18
Porsche Panamera,Bangalore,2013.0,19828.0,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,Black/Silver,4.0,4.0,,75.0
BMW 5,Hyderabad,2008.0,61000.0,Petrol,Automatic,Second,10.8 kmpl,2497 CC,215 bhp,Others,5.0,4.0,,11.0
BMW 3,Hyderabad,2012.0,69000.0,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,Others,5.0,4.0,,18.5
Hyundai Xcent,Bangalore,2014.0,54000.0,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,Black/Silver,5.0,4.0,7.85 Lakh,5.5
Mercedes-Benz New,Bangalore,2014.0,78500.0,Diesel,Automatic,First,14.84 kmpl,2143 CC,,Others,5.0,4.0,,28.0
Maruti Ritz,Jaipur,2013.0,99638.0,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,Others,5.0,4.0,,3.11
Ford Ikon,Hyderabad,2006.0,27076.0,Petrol,Manual,First,13.8 kmpl,1299 CC,70 bhp,Others,5.0,4.0,,1.6
Volkswagen Vento,Chennai,2011.0,97320.0,Petrol,Automatic,First,14.4 kmpl,1598 CC,103.6 bhp,White,5.0,4.0,,3.75
Toyota Etios,Kochi,2012.0,44223.0,Petrol,Manual,First,17.6 kmpl,1496 CC,88.7 bhp,Others,5.0,4.0,,3.99
Hyundai Sonata,Chennai,2003.0,44200.0,Petrol,Manual,Second,11.7 kmpl,1997 CC,134 bhp,White,5.0,4.0,,1.5
Ford EcoSport,Mumbai,2016.0,7000.0,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,Black/Silver,5.0,4.0,,6.9
Toyota Etios,Delhi,2012.0,60000.0,Petrol,Manual,First,17.6 kmpl,1496 CC,88.73 bhp,Others,5.0,4.0,,3.1
Mercedes-Benz New,Mumbai,2011.0,50000.0,Petrol,Automatic,Second,11.74 kmpl,1796 CC,186 bhp,Others,5.0,4.0,,8.5
Ford EcoSport,Pune,2018.0,17000.0,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,Black/Silver,5.0,4.0,11.06 Lakh,9.2
Honda City,Kolkata,2014.0,48104.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,White,5.0,4.0,,5.49
Audi Q3,Mumbai,2015.0,48000.0,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,Black/Silver,5.0,4.0,,18.25
Hyundai Santa,Chennai,2014.0,110000.0,Diesel,Automatic,First,13.01 kmpl,2199 CC,194.3 bhp,Black/Silver,7.0,5.0,,14.4
Honda City,Mumbai,2017.0,7500.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Others,5.0,4.0,13.76 Lakh,11.15
Honda City,Kolkata,2014.0,49000.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Others,5.0,4.0,,4.75
Honda Civic,Chennai,2006.0,110000.0,Petrol,Manual,First,13.5 kmpl,1799 CC,130 bhp,Black/Silver,5.0,4.0,,2.65
Mercedes-Benz New,Coimbatore,2017.0,32642.0,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,White,5.0,4.0,,34.78
Mahindra XUV500,Jaipur,2017.0,40000.0,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,White,7.0,5.0,,15.9
Hyundai Grand,Coimbatore,2015.0,33931.0,Petrol,Automatic,Second,18.9 kmpl,1197 CC,82 bhp,White,5.0,4.0,,5.91
Maruti Swift,Pune,2010.0,75000.0,Petrol,Manual,First,16.1 kmpl,1298 CC,88.2 bhp,Black/Silver,5.0,4.0,,2.85
Hyundai Grand,Delhi,2017.0,12248.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,Others,5.0,4.0,6.54 Lakh,4.9
Hyundai Grand,Kolkata,2015.0,15305.0,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,Black/Silver,5.0,4.0,,3.75
Maruti Celerio,Hyderabad,2017.0,17000.0,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,White,5.0,4.0,,4.9
Hyundai i10,Mumbai,2012.0,51000.0,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,Black/Silver,5.0,4.0,,2.85
Honda Amaze,Coimbatore,2014.0,28246.0,Petrol,Manual,Second,17.8 kmpl,1198 CC,86.7 bhp,White,5.0,4.0,,4.94
Toyota Etios,Delhi,2014.0,70000.0,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,Black/Silver,5.0,4.0,,3.25
Hyundai Grand,Kochi,2016.0,28147.0,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,White,5.0,4.0,6.62 Lakh,5.07
Tata Tiago,Coimbatore,2019.0,15379.0,Petrol,Automatic,First,23.84 kmpl,1199 CC,83.83 bhp,Black/Silver,5.0,4.0,7.17 Lakh,6.97
Hyundai Creta,Bangalore,2016.0,28000.0,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,White,5.0,4.0,,13.75
Audi Q5,Bangalore,2014.0,53900.0,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,Black/Silver,5.0,4.0,,29.0
Skoda Laura,Coimbatore,2013.0,72202.0,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,Black/Silver,5.0,4.0,,9.06
Maruti Swift,Hyderabad,2013.0,84175.0,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,Black/Silver,5.0,4.0,,6.95
Volkswagen Polo,Delhi,2010.0,62001.0,Petrol,Manual,First,15.26 kmpl,1598 CC,103.5 bhp,White,5.0,4.0,,2.65
Maruti Zen,Jaipur,2000.0,90000.0,Petrol,Manual,Second,17.3 kmpl,993 CC,60 bhp,Others,5.0,4.0,,0.7
Honda Brio,Mumbai,2014.0,35000.0,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,Others,5.0,4.0,,4.25
Renault Duster,Kochi,2016.0,57390.0,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,Others,5.0,4.0,,6.73
Skoda Octavia,Hyderabad,2003.0,132000.0,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,Black/Silver,5.0,4.0,,2.25
Mercedes-Benz New,Bangalore,2007.0,39037.0,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,White,5.0,4.0,,9.25
Ford EcoSport,Hyderabad,2017.0,21800.0,Petrol,Manual,First,17.0 kmpl,1497 CC,121.36 bhp,Black/Silver,5.0,4.0,11.27 Lakh,8.75
Honda Brio,Hyderabad,2014.0,28000.0,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,Black/Silver,5.0,4.0,,4.95
Volkswagen Vento,Hyderabad,2017.0,28000.0,Diesel,Manual,First,20.64 kmpl,1498 CC,108.5 bhp,Black/Silver,5.0,4.0,14.2 Lakh,10.0
Honda Accord,Jaipur,2009.0,88000.0,Petrol,Automatic,First,11.1 kmpl,2354 CC,142 bhp,White,5.0,4.0,,5.25
Maruti Celerio,Delhi,2014.0,35214.0,Petrol,Automatic,Second,23.1 kmpl,998 CC,67.04 bhp,Others,5.0,4.0,5.57 Lakh,3.2
Toyota Fortuner,Bangalore,2014.0,72000.0,Diesel,Manual,Second,11.5 kmpl,2982 CC,171 bhp,White,7.0,5.0,,18.5
Nissan Micra,Ahmedabad,2016.0,41000.0,Petrol,Manual,First,19.69 kmpl,1198 CC,67.04 bhp,Black/Silver,5.0,4.0,6.78 Lakh,4.25
Mahindra Ssangyong,Delhi,2014.0,65000.0,Diesel,Automatic,First,11.18 kmpl,2696 CC,184 bhp,Black/Silver,7.0,5.0,,10.5
Maruti Eeco,Kochi,2017.0,31841.0,CNG,Manual,First,15.1 km/kg,1196 CC,73 bhp,White,5.0,4.0,,4.7
Maruti Wagon,Pune,2012.0,90400.0,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,Black/Silver,5.0,4.0,,2.9
Audi Q5,Coimbatore,2016.0,47293.0,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,Others,5.0,4.0,,38.72
Hyundai i10,Kochi,2014.0,61517.0,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,White,5.0,4.0,,4.39
Hyundai Santro,Coimbatore,2012.0,51019.0,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,White,5.0,4.0,,3.48
Honda Amaze,Mumbai,2016.0,17362.0,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,White,5.0,4.0,,5.65
Nissan Sunny,Delhi,2012.0,70000.0,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,White,5.0,4.0,,2.59
Mercedes-Benz GLE,Coimbatore,2018.0,30706.0,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,Black/Silver,5.0,4.0,95.13 Lakh,59.29
Maruti Esteem,Jaipur,2003.0,55000.0,Petrol,Manual,Third,15.9 kmpl,1298 CC,null bhp,Black/Silver,5.0,4.0,,0.7
Toyota Etios,Ahmedabad,2017.0,42000.0,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,Black/Silver,5.0,4.0,,6.25
Toyota Etios,Kochi,2016.0,36681.0,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,Black/Silver,5.0,4.0,8.82 Lakh,6.71
Jeep Compass,Hyderabad,2017.0,37000.0,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,Others,5.0,4.0,19.91 Lakh,16.9
Hyundai Creta,Bangalore,2016.0,32000.0,Diesel,Automatic,First,17.01 kmpl,1582 CC,126.2 bhp,Others,5.0,4.0,,15.5
BMW 5,Coimbatore,2017.0,27313.0,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,Others,5.0,4.0,,48.63
Mitsubishi Pajero,Kochi,2013.0,48272.0,Diesel,Manual,First,10.5 kmpl,2835 CC,116.9 bhp,Others,6.0,5.0,,11.82
Skoda Rapid,Chennai,2012.0,55000.0,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,White,5.0,4.0,,5.9
Maruti Ciaz,Pune,2016.0,50000.0,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,Others,5.0,4.0,,8.5
Mahindra TUV,Coimbatore,2017.0,22251.0,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,White,7.0,5.0,,8.75
Honda City,Delhi,2011.0,78256.0,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,Black/Silver,5.0,4.0,,4.15
Ford Ecosport,Hyderabad,2014.0,55000.0,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,Others,5.0,4.0,,6.0
Skoda Octavia,Pune,2008.0,82000.0,Diesel,Manual,Second,18.7 kmpl,1896 CC,66 bhp,Black/Silver,5.0,4.0,,2.35
Mercedes-Benz New,Jaipur,2014.0,41000.0,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,Others,5.0,4.0,,18.5
Hyundai Verna,Bangalore,2014.0,45000.0,Petrol,Automatic,First,15.74 kmpl,1591 CC,121.3 bhp,White,5.0,4.0,,7.5
Maruti Celerio,Mumbai,2015.0,40337.0,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,White,5.0,4.0,,4.45
Honda Brio,Pune,2012.0,79000.0,Petrol,Manual,First,18.4 kmpl,1198 CC,86.8 bhp,Others,5.0,4.0,,2.9
Volkswagen Polo,Kolkata,2011.0,50000.0,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,Others,5.0,4.0,,2.35
Renault Duster,,2013.0,62000.0,Diesel,Manual,First,19.01 kmpl,1461 CC,,White,5.0,4.0,,7.75
Ford Endeavour,Hyderabad,2016.0,107890.0,Diesel,Manual,First,13.5 kmpl,2198 CC,157.7 bhp,Black/Silver,7.0,5.0,,20.5
Audi A4,Hyderabad,2011.0,54000.0,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,White,5.0,4.0,,18.0
Honda Brio,Kochi,2014.0,74325.0,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,Others,5.0,4.0,,3.51
Honda City,Delhi,2010.0,76752.0,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,Black/Silver,5.0,4.0,,3.57
Mercedes-Benz GL-Class,Pune,2013.0,100000.0,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,Black/Silver,7.0,5.0,,32.0
Hyundai Creta,Mumbai,2016.0,27000.0,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,Black/Silver,5.0,4.0,,11.45
Hyundai Accent,Bangalore,2008.0,72000.0,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,Others,5.0,4.0,,2.0
Volkswagen Polo,Jaipur,2013.0,62000.0,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,Others,5.0,4.0,,3.5
Mitsubishi Pajero,Bangalore,2012.0,155566.0,Diesel,Manual,Second,9.5 kmpl,2835 CC,118.6 bhp,Black/Silver,6.0,5.0,,9.15
Mercedes-Benz New,Hyderabad,2014.0,51355.0,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,Others,5.0,4.0,,27.0
